item_id,title,brand,product_type,bullet_points,color,material,item_dimensions,defect,defect_type,quality_score
B07T22SC1J_DEFECT,Amazon Brand,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola Moto G 2nd Generation,Others,,,1,truncated_title,63.5
B07CZL4SD7_DEFECT,"Solimo 3-Blade MotionSphere Razor for Men, Handle & 20 Cartridges (Cartridges fit Solimo Razor Handles only) - Solimo 3-Blade MotionSphere Razor for Men, Handle & 20 Cartridges (Cartridges fit Solimo Razor Handles only)",Solimo,ORTHOPEDIC_BRACE,Men 3-blade starter kit - 20 count Men 3-blade starter kit - 20 count,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.5}, 'unit': 'inches', 'value': 1.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 6.63}, 'unit': 'inches', 'value': 6.63}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.88}, 'unit': 'inches', 'value': 9.88}}",1,duplicate,69.5
B07T7ZZ55B_DEFECT,Amazon Brand - Solimo Designer Gary Canvas 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core Prime - Amazon Brand - Solimo Designer Gary Canvas 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core Prime,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core Prime 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy Core Prime,Others,,,1,duplicate,66.5
B081HN95CW,Amazon Brand - Solimo Designer Heart Pattern Design 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21 / M30s,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B08569X6CV,Amazon Brand - Solimo Designer Colored Paris UV Printed Soft Back Case Mobile Cover for Lyf Wind 2,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Lyf Wind 2, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B071XC8GKP,"RED WAGON Babies en Cuir Grainé Fille, Rouge (Red), 26.5 EU",RED WAGON,SHOES,Cuir grainé et brillant,Rouge Red,,,0,none,100.0
B07J5C6M29,[アマゾンコレクション] Amazon Collection プラチナ鍍金スターリングシルバー イエローとクリアキュービックジルコニアのエタニティリング(0.38cttw)11サイズ,Amazon Collection(アマゾンコレクション),FINERING,キュービックジルコニア(CZ),,,,0,none,100.0
B07TG4KYY5,Amazon Brand - Solimo Designer Sea Wave 3D Printed Hard Back Case Mobile Cover for Vivo Y21L,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo Y21L,Others,,,0,none,100.0
B0857KZXX7,Amazon Brand - Solimo Designer Leaf on Wood UV Printed Soft Back Case Mobile Cover for HTC Desire 626/HTC Desire 628,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for HTC Desire 626/HTC Desire 628, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07FGJLZXJ_DEFECT,Whole Foods,Whole Foods Market,GROCERY,"All of our products are organic, gluten-free, dairy-free, and non-GMO.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 7}, 'unit': 'inches', 'value': 7}, 'length': {'normalized_value': {'unit': 'inches', 'value': 2}, 'unit': 'inches', 'value': 2}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2}, 'unit': 'inches', 'value': 2}}",1,truncated_title,66.6
B01IAWSCS6,"AmazonBasics – Carpeta de 3 anillas, paquete de 4",Amazon Basics,STORAGE_BINDER,Una marca de Amazon.,,,,0,none,100.0
B07T811MGQ,Amazon Brand - Solimo Designer Sea View 3D Printed Hard Back Case Mobile Cover for LG G4 Stylus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for LG G4 Stylus,Others,,,0,none,100.0
B07TQHB765,Amazon Brand - Solimo Designer B-Butterflies 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 7 Pro,Others,,,0,none,100.0
B08541R65J_DEFECT,Amazon Brand - Solimo Designer Dark Night View UV Printed Soft Back Case Mobile Cover for Mobiistar C1 Lite - Amazon Brand - Solimo Designer Dark Night View UV Printed Soft Back Case Mobile Cover for Mobiistar C1 Lite,,CELLULAR_PHONE_CASE,"Snug fit for Mobiistar C1 Lite, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Mobiistar C1 Lite, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,duplicate,59.2
B07T22M2VG,Amazon Brand - Solimo Designer Panda Texture 3D Printed Hard Back Case Mobile Cover for Motorola Moto E 2nd Generation,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola Moto E 2nd Generation,Others,,,0,none,100.0
B07TF1H214,Amazon Brand - Solimo Designer Love 3D Printed Hard Back Case Mobile Cover for Oppo A37,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Oppo A37,Others,,,0,none,100.0
B07TG4W7CW_DEFECT,Amazon Brand - Solimo Designer Multicolor Plastic Paint 3D Printed Hard Back Case Mobile Cover for Vivo Y21L,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Vivo Y21L,,,,1,missing_attribute,50.8
B08545ZYB4_DEFECT,Amazon Brand - Solimo Designer Autumn Girl UV Printed Soft Back Case Mobile Cover for Karbonn Aura Power 4G Plus - Amazon Brand - Solimo Designer Autumn Girl UV Printed Soft Back Case Mobile Cover for Karbonn Aura Power 4G Plus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Karbonn Aura Power 4G Plus, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Karbonn Aura Power 4G Plus, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicon,,1,duplicate,78.8
B07K4QZTNH_DEFECT,Banco de parque,Amazon Basics,KITCHEN,Banco exterior que proporciona un atractivo decorativo y un lugar cómodo para sentarse.,,Steel,"{'height': {'normalized_value': {'unit': 'inches', 'value': 22.8}, 'unit': 'inches', 'value': 22.8}, 'length': {'normalized_value': {'unit': 'inches', 'value': 49.6}, 'unit': 'inches', 'value': 49.6}, 'width': {'normalized_value': {'unit': 'inches', 'value': 31.5}, 'unit': 'inches', 'value': 31.5}}",1,category_mismatch,47.7
B07DNH84WX,I Love You To The Moon And Back Mug Kids Mummy Daddy His Hers Valentines Mum Dad Gift Mug Cup,Eono,HOME_BED_AND_BATH,,,Ceramic,,0,none,100.0
B07TG4WKHV,Amazon Brand - Solimo Designer Canvas with Blue Paint 3D Printed Hard Back Case Mobile Cover for Coolpad Cool1 Dual,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Coolpad Cool1 dual,Others,,,0,none,100.0
B07RVM74L2,Marca Amazon - Spotted Zebra 2-piece Toddler Fleece Cold Weather Accessories Set - cold-weather-accessory-sets Niños,Spotted Zebra,ACCESSORY,TBD 1,,,,0,none,100.0
B0853XFQJR,Amazon Brand - Solimo Designer Queen On Red Glitter UV Printed Soft Back Case Mobile Cover for Tecno Camon i Twin,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Tecno Camon i Twin, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B08569Y2B2_DEFECT,Amazon Brand - Solimo Designer White Dog UV Printed Soft Back Case Mobile Cover for Mi Redmi Y3 - Amazon Brand - Solimo Designer White Dog UV Printed Soft Back Case Mobile Cover for Mi Redmi Y3,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mi Redmi Y3, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Mi Redmi Y3, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,1,duplicate,78.4
B0854BQW21,Amazon Brand - Solimo Designer Wooden Beach UV Printed Soft Back Case Mobile Cover for Micromax Selfie 2 Note Q4601,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Micromax Selfie 2 Note Q4601, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07SZGM17D,Amazon Brand - Solimo Designer Daddy's Girl in Glitter Pattern 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 3,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi Note 3,Others,,,0,none,100.0
B07RJY9TK1,"Whole Foods Market, All-In-One Plant Protein, French Vanilla, 15 oz",Whole Foods Market,GROCERY,"Brought to you by Whole Foods Market.  When it comes to innovative flavors and products sourced from artisans and producers around the world, the Whole Foods Market brand has you covered. Amazing products, exceptional ingredients, no compromises.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 6.65}, 'unit': 'inches', 'value': 6.65}, 'length': {'normalized_value': {'unit': 'inches', 'value': 4.85}, 'unit': 'inches', 'value': 4.85}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.85}, 'unit': 'inches', 'value': 4.85}}",0,none,100.0
B07WR363KB_DEFECT,Flavia Women's,Flavia,HANDBAG,फॉक्स लेदर मटीरियल काले रंग का क्लच,काला,नकली लेदर,,1,truncated_title,67.0
B07CM5NZRC_DEFECT,AmazonBasics Wireless,AmazonBasics,COMPUTER_ADD_ON,All-in-one wireless (non-bluetooth) keyboard with touchpad for easily navigating your smart TV-connected PC,Black,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.9}, 'unit': 'inches', 'value': 0.9}, 'length': {'normalized_value': {'unit': 'inches', 'value': 5}, 'unit': 'inches', 'value': 5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 14.7}, 'unit': 'inches', 'value': 14.7}}",1,truncated_title,66.5
B07L939WX8_DEFECT,"Marchio Amazon -  Lyon Sandali con cinturino, tacco a blocco di The Drop",,CLOTHING,Basic di The Drop,,,,1,category_mismatch,32.9
B07DB92HMS_DEFECT,"Amazon Brand – Ravenna Home Darian Oversized Pillow Sofa, 92""W, Tan",Ravenna Home,SOFA,This item is made to order just for you,Tan,Polyester,"{'height': {'normalized_value': {'unit': 'inches', 'value': 36.0}, 'unit': 'inches', 'value': 36.0}, 'length': {'normalized_value': {'unit': 'inches', 'value': 37.0}, 'unit': 'inches', 'value': 37.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 92.0}, 'unit': 'inches', 'value': 92.0}}",1,category_mismatch,59.3
B0853XC4V3,Amazon Brand - Solimo Designer Sleepy Kitten 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A10,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy A10, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,0,none,100.0
B07HP7116C_DEFECT,[アマゾンコレクション] Amazon,Amazon Collection(アマゾンコレクション),EARRING,キュービックジルコニア(CZ),,,,1,truncated_title,66.6
B07TH3B83Q_DEFECT,Amazon Brand - Solimo Designer Watermelon Pattern 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Pace 4G Q416 - Amazon Brand - Solimo Designer Watermelon Pattern 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Pace 4G Q416,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Micromax Canvas Pace 4G Q416 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Pace 4G Q416,Others,Canvas,,1,duplicate,79.9
B085452X8H_DEFECT,Amazon Brand - Solimo Designer Kitty UV Printed Soft Back Case Mobile Cover for Vivo Z1 Pro,,CELLULAR_PHONE_CASE,"Snug fit for Vivo Z1 Pro, with perfect cut-outs for volume buttons, audio and charging ports",,,,1,missing_attribute,55.1
B072BPDJVS_DEFECT,AmazonBasics värmeisolerande,AmazonBasics,HOME_BED_AND_BATH,"Mörkläggningsgardin blockerar solljus och skadliga UV-strålar, minskar buller utanför och säkerställer total integritet",Spa Blue,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 2.1}, 'unit': 'inches', 'value': 2.1}, 'length': {'normalized_value': {'unit': 'inches', 'value': 14.5}, 'unit': 'inches', 'value': 14.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.8}, 'unit': 'inches', 'value': 9.8}}",1,truncated_title,65.2
B07RCMY2NQ_DEFECT,Amazon Brand - Solimo Designer Happy Theme Printed Hard Back Case Mobile Cover for Xiaomi Redmi 6A (D1202),,CELLULAR_PHONE_CASE,"Snug fit for Xiaomi Redmi 6A, with perfect cutouts for volume buttons, audio and charging ports",,,,1,missing_attribute,57.5
B07Q7SK9FZ_DEFECT,Amazon Brand - Solimo Designer Marble Printed Hard Back Case Mobile Cover for Redmi Note 7 Pro & Redmi Note 7 - Amazon Brand - Solimo Designer Marble Printed Hard Back Case Mobile Cover for Redmi Note 7 Pro & Redmi Note 7,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,Easy to put & take off Easy to put & take off,GEN223,,,1,duplicate,71.2
B07SZ15NCB_DEFECT,Amazon Brand,,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Lenovo S850,Others,,,1,truncated_title,47.6
B07QGG3PVY,"Amazon Brand – Rivet Modern Handtufted Cotton and Wool Area Rug, 8' x 10', Distressed Blue and Ivory",Rivet,RUG,"The distressed look of this cotton-and-wool handtufted rug will add a modern accent to your space, but the bright blue-and-ivory coloring is flexible enough to work with any decor. A semiplush pile will soften and brighten bare areas while bringing warmth and comfort.",Blue/Ivory,wool,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.3}, 'unit': 'inches', 'value': 0.3}, 'length': {'normalized_value': {'unit': 'inches', 'value': 96.0}, 'unit': 'inches', 'value': 96.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 120.0}, 'unit': 'inches', 'value': 120.0}}",0,none,100.0
B07TF1D8YZ_DEFECT,Amazon Brand - Solimo Designer Purple Flowers 3D Printed Hard Back Case Mobile Cover for Huawei G8,Amazon Brand - Solimo,HARDWARE,3D Printed Hard Back Case Mobile Cover for Huawei G8,Others,,,1,category_mismatch,52.1
B08541M45N,Amazon Brand - Solimo Designer Cute Teddy Bear 3D Printed Hard Back Case Mobile Cover for Xiaomi Redmi 8,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports",multi-colored,Plastic,,0,none,100.0
B07TYKRNXT,AmazonBasics Multi-Purpose Wire Stripper and Cutter,Amazon Basics,TOOLS,Herramienta multiusos para pelar y cortar cables de cobre sólido o aluminio de 10-22 AWG,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.8}, 'unit': 'inches', 'value': 0.8}, 'length': {'normalized_value': {'unit': 'inches', 'value': 8.5}, 'unit': 'inches', 'value': 8.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.8}, 'unit': 'inches', 'value': 2.8}}",0,none,100.0
B074H6MCB2_DEFECT,"365 Everyday Value, Pretzel Nuggets, Peanut Butter, 10 oz - 365 Everyday Value, Pretzel Nuggets, Peanut Butter, 10 oz",,GROCERY,"We proudly present the greatest snack food merger of all time-pretzels and peanut butter. Our peanut butter pretzel nuggets are a sweet and salty snack for a lunchbox, after school or late night treat-a truly complete snacking package. We proudly present the greatest snack food merger of all time-pretzels and peanut butter. Our peanut butter pretzel nuggets are a sweet and salty snack for a lunchbox, after school or late night treat-a truly complete snacking package.",,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 10.5}, 'unit': 'inches', 'value': 10.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 1}, 'unit': 'inches', 'value': 1}, 'width': {'normalized_value': {'unit': 'inches', 'value': 6.38}, 'unit': 'inches', 'value': 6.38}}",1,duplicate,56.5
B07T24WKBL,Amazon Brand - Solimo Designer Yellow and Green Paint 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E5,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Samsung Galaxy E5,Others,,,0,none,100.0
B07TF1D7B5,Amazon Brand - Solimo Designer Pick up 3D Printed Hard Back Case Mobile Cover for Apple iPhone 7 Plus (Logo Cut),Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Apple iPhone 7 Plus (Logo Cut),Others,,,0,none,100.0
B07TBV4G18,Amazon Brand - Solimo Designer Panda Illustrator 3D Printed Hard Back Case Mobile Cover for Nokia 3310,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Nokia 3310,Others,,,0,none,100.0
B07TG3R69P,Amazon Brand - Solimo Designer Tiger in Water 3D Printed Hard Back Case Mobile Cover for Motorola One Power,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for Motorola One Power,Others,,,0,none,100.0
B08569Y2ZP,Amazon Brand - Solimo Designer Colored Paris UV Printed Soft Back Case Mobile Cover for Samsung Galaxy M40,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M40, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B088GSYZVX,"365 Everyday Value, Organic Stir Fry Blend (Broccoli, Carrots, Green Beans, Onions, Red Bell Peppers, and Mushrooms), 16 oz, (Frozen) Casepack",365 by Whole Foods Market,GROCERY,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy!",,,,0,none,100.0
B07FQ4NTT3_DEFECT,"AmazonBasics 3 Gallon Waste Basket, Grey, 4-Pack",,OFFICE_PRODUCTS,"3-gallon waste basket (4-pack); Grey color; ideal for any home, workspace, or facility",Grey,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 8.813}, 'unit': 'inches', 'value': 8.813}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.313}, 'unit': 'inches', 'value': 12.313}, 'width': {'normalized_value': {'unit': 'inches', 'value': 16.313}, 'unit': 'inches', 'value': 16.313}}",1,category_mismatch,35.1
B08569VK1F,Amazon Brand - Solimo Designer Color Flowers UV Printed Soft Back Case Mobile Cover for Huawei Honor 6X,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Huawei Honor 6x, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Silicone,,0,none,100.0
B07TB55YQK,Amazon Brand - Solimo Designer Flowers 3D Printed Hard Back Case Mobile Cover for LG G4 Stylus,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,3D Printed Hard Back Case Mobile Cover for LG G4 Stylus,Others,,,0,none,100.0
B07QVL4P91_DEFECT,Amazon Brand,Amazon Brand - Solimo,CLOCK,Dial size: 12 inches in diameter,Black,Plastic,"{'height': {'normalized_value': {'unit': 'inches', 'value': 2.3622}, 'unit': 'millimeters', 'value': 60}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11.811}, 'unit': 'millimeters', 'value': 300}, 'width': {'normalized_value': {'unit': 'inches', 'value': 11.811}, 'unit': 'millimeters', 'value': 300}}",1,truncated_title,69.8
B00MPFTS4M_DEFECT,Pinzon Hemstitch,Pinzon by Amazon,HOME_BED_AND_BATH,,Kahverengi,pamuk,"{'height': {'normalized_value': {'unit': 'inches', 'value': 7.87401574}, 'unit': 'centimeters', 'value': 20}, 'length': {'normalized_value': {'unit': 'inches', 'value': 78.7401574}, 'unit': 'centimeters', 'value': 200}, 'width': {'normalized_value': {'unit': 'inches', 'value': 62.99212592}, 'unit': 'centimeters', 'value': 160}}",1,truncated_title,60.8
B07QDSB42F_DEFECT,Amazon Essentials Women's Shelly,,SHOES,Canvas,,,,1,missing_attribute,61.2
B0853XF619_DEFECT,Amazon Brand - Solimo Designer Colored Paris 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M40 - Amazon Brand - Solimo Designer Colored Paris 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M40,Amazon Brand - Solimo,CELLULAR_PHONE_CASE,"Snug fit for Samsung Galaxy M40, with perfect cut-outs for volume buttons, audio and charging ports Snug fit for Samsung Galaxy M40, with perfect cut-outs for volume buttons, audio and charging ports",Multicolor,Plastic,,1,duplicate,70.5
